"","text","cleaned_text","hashtag","tagged_account"
"3197","Our entire Nation w/one heavy heart continues to pray for the victims &amp; their families in Parkland FL. To teachers law enforcement first responders &amp; medical professionals who responded so bravely in the face of danger: We THANK YOU for your courage! https://t.co/3yJsrebZMG https://t.co/ti791dENTy","Our entire Nation wone heavy heart continues to pray for the victims amp their families in Parkland FL To teachers law enforcement first responders amp medical professionals who responded so bravely in the face of danger We THANK YOU for your courage ","",""
"3198","Russia started their anti-US campaign in 2014 long before I announced that I would run for President. The results of the election were not impacted. The Trump campaign did nothing wrong - no collusion!","Russia started their antiUS campaign in 2014 long before I announced that I would run for President The results of the election were not impacted The Trump campaign did nothing wrong  no collusion","",""
"3199","Cannot believe how BADLY DACA recipients have been treated by the Democrats...totally abandoned! Republicans are still working hard.","Cannot believe how BADLY DACA recipients have been treated by the Democratstotally abandoned Republicans are still working hard","",""
"3200","I will be leaving for Florida today to meet with some of the bravest people on earth - but people whose lives have been totally shattered. Am also working with Congress on many fronts.","I will be leaving for Florida today to meet with some of the bravest people on earth  but people whose lives have been totally shattered Am also working with Congress on many fronts","",""
"3201","Presidential Proclamation Honoring the Victims of the Tragedy in Parkland Florida: https://t.co/RTQWAKiSnR https://t.co/Nhs32bm5zB","Presidential Proclamation Honoring the Victims of the Tragedy in Parkland Florida ","",""
"3202","...lottery continues deadly catch-and-release and bars enforcement even for FUTURE illegal immigrants. Voting for this amendment would be a vote AGAINST law enforcement and a vote FOR open borders. If Dems are actually serious about DACA they should support the Grassley bill!","lottery continues deadly catchandrelease and bars enforcement even for FUTURE illegal immigrants Voting for this amendment would be a vote AGAINST law enforcement and a vote FOR open borders If Dems are actually serious about DACA they should support the Grassley bill","",""
"3203","The Schumer-Rounds-Collins immigration bill would be a total catastrophe. @DHSgov says it would be “the end of immigration enforcement in America.” It creates a giant amnesty (including for dangerous criminals) doesn’t build the wall expands chain migration keeps the visa...","The SchumerRoundsCollins immigration bill would be a total catastrophe  says it would be the end of immigration enforcement in America It creates a giant amnesty including for dangerous criminals doesnt build the wall expands chain migration keeps the visa","","@DHSgov"
"3204","RT @SpoxDHS: Schumer-Rounds-Collins destroys the ability of @DHSgov to enforce immigration laws creating a mass amnesty for over 10 millio…","RT  SchumerRoundsCollins destroys the ability of  to enforce immigration laws creating a mass amnesty for over 10 millio","","@SpoxDHS:, @DHSgov"
"3205","In times of tragedy the bonds that sustain us are those of family faith community and country. These bonds are stronger than the forces of hatred and evil - and these bonds grow even stronger in the hours of our greatest need. https://t.co/bu140nscez https://t.co/OoTXMCSexB","In times of tragedy the bonds that sustain us are those of family faith community and country These bonds are stronger than the forces of hatred and evil  and these bonds grow even stronger in the hours of our greatest need ","",""
"3206","While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA they should be strongly considering a system of Merit Based Immigration so that we will have the people ready willing and able to help all of those companies moving into the USA!","While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA they should be strongly considering a system of Merit Based Immigration so that we will have the people ready willing and able to help all of those companies moving into the USA","",""
"3207","So many signs that the Florida shooter was mentally disturbed even expelled from school for bad and erratic behavior. Neighbors and classmates knew he was a big problem. Must always report such instances to authorities again and again!","So many signs that the Florida shooter was mentally disturbed even expelled from school for bad and erratic behavior Neighbors and classmates knew he was a big problem Must always report such instances to authorities again and again","",""
"3208","Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.","Just spoke to Governor Rick Scott We are working closely with law enforcement on the terrible Florida school shooting","",""
"3209","My prayers and condolences to the families of the victims of the terrible Florida shooting. No child teacher or anyone else should ever feel unsafe in an American school.","My prayers and condolences to the families of the victims of the terrible Florida shooting No child teacher or anyone else should ever feel unsafe in an American school","",""
